Şəhər,Market,Marka,Model,Buraxılış ili,Ban növü,Rəng,Fuel_type,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,New,Seats,Sahiblər,Vəziyyəti,Seller,Seller comment,Price,ImageUrl
Bakı,,Hyundai,i30,2008,Hetçbek,Qara,,1.4 L/109 a.g./Benzin,268 232 km,Mexaniki,Ön,,,3,"Vuruğu yoxdur, rənglənməyib",Taleh,Mator karopka xadavoy ideal veziyetdedi salon cox seliqelidi teker diski cox qewengdi vurugu udari deyiwilen detali yoxdur isdediyiniz yerde yoxlatdira bilersiniz bir sozle super veziyetdedi sadece tecili pul lazimdi prabek arignal prabeqdi,13 300 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F04%2F15%2F22%2F03%2F77dfe4df-3099-44b4-9cde-fbec9d0002b2%2F25247_if_grEdHx1CaF7DGdwncpA.jpg
Bakı,,Hyundai,Sonata,2022,Sedan,Ağ,,1.6 L/183 a.g./Benzin,3 597 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Kənan,"Hyundai Sonata SEL
Orjinal Probeq
Avtomobil olkeye cox cuzi zede ile gelib
Olkede surulmeyib!
-Avtomobil en full komplektasiyadir
-Panaroma Lyuk
-Bose ses sistemi
-Distronik
-Zolaga nezaret sistemi
-Park Radarlar
-Arxa goruntu kamerasi
-Keyless go
-Start Stop
-Qara deri salon
-Qarsisina maneə cixdigi zaman avtomatik tormozlama
Masin Tam ideal veziyyetdedir!Masinin elektron,mator karopka sisteminde hec bir problem yoxdur,Istenilen Yerde yoxlatdira bilersiz,Hal hazirda hec bir xerc teleb etmir. Masin tam FULL Komplektasiyadir.Masinda vuruq udar ve deyisen detal yoxdur. Masin tam olaraq Idealdir! Qiymət MAŞININ yanında danışılacaqdır.",27 750 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F07%2F20%2F37%2F25%2F9e658139-77b1-412b-95e6-6c9c7f02b0e6%2F88098_xjfiA_g9ZggeZYyfrNCXLA.jpg
Bakı,,Mitsubishi,Pajero,2007,Offroader / SUV,Qara,,3.0 L/188 a.g./Benzin,238 000 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",Qismət,"- Panorama lyuk
- Birka texniki sənəd 2007
- Mator/karopka ideal
- Probeq 100% original
- 7 yerlik
- Texniki baxışdan keçib
- Siğorta var
- Heç bir xərc tələb etmir",20 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F13%2F14%2F17%2F43%2F78fc3e6a-62bb-4893-91a5-1a7987ce8647%2F88115_cs3nPYyzt34IzH43OxPFTg.jpg
Bakı,,Honda,Insight,2019,Liftbek,Boz,,1.5 L/139 a.g./Hibrid,188 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Emil,"ПРИВЕЗЕНА ИЗ АМЕРИКИ 11.2023 В Баку неэксплуатировалась!!!
HONDA INSIGHT HYBRID GRAND TOURING самая топовая комплектация.
Двигатель 1,5. Разгон до 100 км/ч за 7,8 секунд. 139 лошадиных сил.
Используется исключительно на АИ92 бензине ECO режим очень экономичная машина расход топлива на трассе 3.3-3.5 литров на 100 км, смешанный цикл 4.5-5.5 литров на 100 км.
Оригинальные аксессуары от Honda. CD changer boost аудиосистема. Машина как новая.
Lane departure warning (LDW) – Система предупреждения о выходе из полосы движения, которая предупреждает водителей, когда они непреднамеренно покидают свои полосы движения без сигнала поворота.
Autobrake – Система оповещения водителя при несоблюдении расстояния между автомобилями.
USB MP3 мульти функциональный руль, монитор камера заднего вида, оригинальные R17 диски с новыми колесами, адаптивные фары при повороте, светодиодные задние фонари, система адаптивного освещения дороги, система управления дальним светом, комфортные сиденья , датчики дождя и света, круиз-контроль, автоматически затемняющиеся, зеркала заднего вида с электроприводом, раздельный климат контроль.
180 градусв камера заводская + заднего вида с коррекцией при повороте. Заводской @touch screen@ монитор
Климат-контроль четырехзонный.
Рекуперация энергии торможения.
В идеальном состоянии.
Перекупщикам не звонить,оформлена на меня, страховка и тех. осмотр есть.",26 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F25%2F00%2F55%2F16%2F2c1e9817-9adf-4539-ac9e-bd44a72ec36c%2F3732_BoOFp7s41p1PPhf1VoAQSg.jpg
Bakı,,Mercedes,C 200,1998,Sedan,Gümüşü,,2.0 L/136 a.g./Benzin,250 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Anar,Salam mator karobqa eladir yapoka sol rul pirkitqa deyil guzqukatlanir,12 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F18%2F26%2F28%2Fb43707ab-3c02-4766-93ac-ed89d4a284df%2F54709_lgQ9L-micfRor5cO-2OEXA.jpg
Bakı,,Opel,Astra,2006,Universal,Yaş Asfalt,,1.3 L/90 a.g./Dizel,404 200 km,Mexaniki,Ön,,,3,"Vuruğu yoxdur, rənglənib",Samir,Bunnan bashqa opeller ucun zeng edin.Hec bir problemi yoxdur. Zeng catmasa whatsappla elaqe yaradin. Kreditlede verilir. Ilkin 1500 den bashlir,10 300 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F01%2F21%2F18%2F67613b29-6e17-4aeb-9a33-bd2005b3d38c%2F3814__61tn33xYp6BnoOuHu729A.jpg
Bakı,,Kia,Optima,2018,Sedan,Yaş Asfalt,,1.6 L/177 a.g./Benzin,75 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Эльшан,Машина в идеальном состоянии.цель продажи переезд за границу.по этому дешевлее рыночной цены.торг !!!,29 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F06%2F07%2F58%2F22%2Fde6e95c5-f7ae-497f-91e9-daf71e1a2e62%2F3772_3fRQsVh24u3Z2ypHaJqgbA.jpg
Bakı,,Kia,Pride,2014,Sedan,Ağ,,1.4 L/107 a.g./Benzin,97 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",sahib,"Mashin ela veziyetdedir. Hecbir texniki ve kosmetik ishe ehtiyaci yoxdur.Herbir funksiyasi ishlekdir. Bezkraskadi.
Probeqi tam orginaldi, vin tarixcesini de alan shexse gosterecem.
Ciddi alicilarin zeng vurmasi arzu olunandir.
Saat 9:00 dan -22:00 a kimi zeng vurunQiymetde endirim nezerde tutulub amma masinin yaninda.",19 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F13%2F14%2F13%2F9637039f-b6ee-4bf4-bdb1-825f7e90dce0%2F25257_vwJhNk-S-IN5NAHc9uSsWQ.jpg
Bakı,,Hyundai,Elantra,2018,Sedan,Gümüşü,,2.0 L/150 a.g./Benzin,62 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Aydin,"Masin ideal vəziyyətdədir
Bakiya yeni gelib ,bakida sürülməyib.
Sade motor, Sade karobka.
R17 disk,təkər.
Kruq fiolet plonka",23 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F16%2F16%2F03%2Fe077a870-3249-47a0-9ba3-5516f72fa1de%2F3728_zpbftU2Zi_-63RQ7fY-WIw.jpg
Bakı,,BMW,328,2012,Sedan,Ağ,,2.0 L/245 a.g./Benzin,135 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Nuran,"sep bashmaq deyishilib
Bmw 328
-Restayling Led fara
-Restayling stop
-Comfort access Açarsız giriş və baqajin ayaq jesti ilə açılması
-On ve arxa oturacaqların isidilməsi
-Head up display
-Fiolet patpress Benson
-Ambient lightning
-Orginal 403 m sport disklər
-M3 sükan
Qeyd: Azerbaycandaki ilk sahibiyəm. Alan şəxs istədiyi servisde yoxlatdıra bilər. Avtomobilə 4 ədəd yeni 19 luq təkərlər qoyulub. Disklər orginal 403m sport disklərdir. Gizli funksiyalar hamısı aktivdir(Sport+ rejimi, güzgülərin açar ilə baglanması və s)",29 300 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F27%2F18%2F45%2F54%2F19bbfde0-1eaa-4bcb-a771-458f46b55f17%2F25243_oYEl2V-YmVw6-sCz3a2HDQ.jpg
Bakı,,Hyundai,Sonata,2007,Sedan,Qara,,2.0 L/150 a.g./Dizel,197 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Cavid,"Dizel!!! Masin Avropadan gelib,ideal veziyetdedir.Orginal yürüş 197000km!!! Bu masinin nece dözümlü,ekonom oldugunu bilen bilir. Bütün funksiyalari işlekdir.Vaxti vaxtinda qulluq olunub,ehtiyat hisseleri orginalla evez olunub.Mator,karopka ideal veziyetdedir.Daim Shell 5*30 yagdan istifade olunub.Deri salon,android monitor,arxa,qabaq kamera,park radar,multi rul,oturacaqlarin isidilmesi,ksenon lampalar,duman eleyhine led isiqlar.Öz masinimdir,takside istifade olunmayib.Telefonda qiymet muzakire olunmur.Özüne ailesine temiz masin axtaranlar elaqe saxlasin.",18 300 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F12%2F19%2F24%2Ff3c062ef-3a3e-43a8-ac53-7781a1776187%2F3715_Ntr8P323ZN8meC51FtHJ9w.jpg
Sabirabad,,LADA (VAZ),21011,1984,Sedan,Yaşıl,,1.3 L/65 a.g./Benzin,78 000 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Müşviq,Salam alekum maşın min sür maşındır heç diferi saz karofka saz atma qəti yoxdu mosdunda səs qəti yoxdu bir problemi yoxdur yüngül qapısında var sənədləri qaydasındadır sığorta var kexismotoru var davernes verecem yanı min Bakı Şəki hara isdeyirsən sür yolda qoyan maşın deyil.. Fikiri ciddi olanlar zəng eləsin boş bekar yox vaçap var..2024 maşın deyil,1 700 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F08%2F01%2F27e1d162-4f38-4e36-94cf-7a3f1f280ddc%2F25251_vJfzNeSdupliiH9KpVjLHg.jpg
Bakı,555 Cars,BMW,740,2008,Sedan,Ağ,,3.0 L/326 a.g./Benzin,108 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",,"Masın tam ideal veziyetdedi. Tezeliyi İmproteksden alnıb ve 1 sahibi olub. Orqinal probeq. Masın cox seliqeli istfade olunub. Motor Karopqa peridok tam idealdi. Elektironika tam idealdı. Sade mator sade karopqadı. LONQDU. Buqunku gune hecbir xerc teleb etmir. Salonmuzda barter ve kreditde movcutdur. Ilkin 40/50% odenis etmekle catmayan pulunu 24/36/40 ayadek kredite saldirmaqa komeklik ede bilerik. Unvan: Bakı şəhəri, Binəqədi rayonu (pasyolka kirov) (Banu çiçək restornın və baksol 🚦 işıqforunun yani) 🟠 narinci BP/petrolun⛽️ içi AVTOSALON 555Cars",16 800 AZN,https://turbo.azstatic.com/uploads/full/2023%2F08%2F19%2F19%2F13%2F12%2F95194383-1bd8-41f3-867e-a1a4b3380bf5%2F33277_XWYCi-H5nFzNnzpotxBBHA.jpg
Saatlı,,BMW,X5,2003,Offroader / SUV,Qara,,4.4 L/286 a.g./Benzin,260 000 km,Avtomat,Tam,,,,"Vuruğu yoxdur, rənglənməyib",Elvin,Masın super vezyetdedir hec bir problemi yoxdur her funksiyasi islekdir tekerler yaxsi vezyetdedir disklerde siniq çart yoxdur arginal android manitor ksenon lampalar.özünə yaxsi X5 axtaranlar elaqe saxlasin.barter masinla,14 700 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F06%2F20%2F19%2F37%2F339a6f07-1f30-46a8-a6b4-a9ed914f5ce9%2F3777_eeOSAgg64zkkqHSib9GFzA.jpg
Bakı,,Lexus,GS 300,2005,Sedan,Qara,,3.0 L/249 a.g./Benzin,180 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",TOGRUL,"TECILI SATILIR
SENEDDE 2005 QEYD OLUNUB
Masin cox seliqeli istifade olunub hec bir xerc teleb etmir
Matorun karopkanin yagi tekerleri hamsi yeni deyisilib
Masinda hec bir vuruq udar deyisen detal olmayib
NOMRESIZ SATILIR",16 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F30%2F11%2F08%2F23%2F708729f1-b92d-4b03-948a-02a17fc52044%2F3777_snwPalWa3iCLkDFS9j50WQ.jpg
Bakı,,Kia,Sorento,2015,Offroader / SUV,Ağ,,2.0 L/184 a.g./Dizel,166 200 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Munasib,Avtomobil cox yaxsi veziyyetdedir.,35 400 AZN,https://turbo.azstatic.com/uploads/full/2023%2F11%2F25%2F08%2F58%2F10%2Fb696ac5b-0194-46d1-8173-865f5a799aa0%2F3790_obpgjIzsmd9Uov1p3wMg-g.jpg
Bakı,555 Cars,Chevrolet,Niva,2012,Offroader / SUV,Gümüşü,,1.7 L/80 a.g./Benzin,138 000 km,Mexaniki,Tam,,,,"Vuruğu yoxdur, rənglənməyib",,"Masn yaxsi veziyetdedi. Vuruq udari olmayib. Motor karopqa peredok ela veziyetdedi. Razdatqasi usdundedi isleyir qabaq mosdu cxarlib yoxdur alan adam alıb usdune qoymalıdı. Salonmuzda barter ve kreditde movcutdur. Ilkin 40/50% odenis etmekle catmayan pulunu 24/36/40 ayadek kredite saldirmaqa komeklik ede bilerik. Unvan: Bakı şəhəri, Binəqədi rayonu (pasyolka kirov) (Banu çiçək restornın və baksol 🚦 işıqforunun yani) 🟠 narinci BP/petrolun⛽️ içi AVTOSALON 555Cars",8 900 AZN,https://turbo.azstatic.com/uploads/full/2023%2F09%2F13%2F17%2F45%2F28%2F855f4a89-f385-432c-b199-55944ef154d1%2F3648_nrHOThJWTLE8euIVLwYwJQ.jpg
Gəncə,,Volkswagen,Passat,2002,Sedan,Ağ,,1.8 L/150 a.g./Benzin,156 500 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Əkbər,Masinda Mator Karobka Yaxsidir Her Bir Funksiyasi Islek Veziyetedir Hec Bir Problem Yoxdur Harda Istesez Aparib Yoxlada Bilersiz Satilanda Elanan Silinecek Real Aliciynan Razilasmax Olar,5 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F12%2F18%2F36%2F14%2Fbc15b0d1-e994-42b5-bf9f-31201753fab9%2F3717_TRvzJacUBEpJYRfEYqYVsA.jpg
Bakı,,Hyundai,Grand Santa Fe,2016,Offroader / SUV,Göy,,2.2 L/197 a.g./Dizel,115 140 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",Mustafa,"2.2 4WD
2016
Finest Edition
Bezkraska, bezdetal
JBL sound system
Orginal probeg",46 000 AZN,https://turbo.azstatic.com/uploads/full/2023%2F12%2F08%2F01%2F33%2F56%2F9829cc8d-328c-43c1-a028-74f2ad49d7c7%2F3628_leekKIp0y898X2ZFXDzjiw.jpg
Bakı,,BMW,320,2014,Sedan,Qara,,2.0 L/184 a.g./Dizel,157 000 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",Mübariz,"Polnu full, head up display, memory paket, lyuk, iri monitor, oturacaqların qızdırıcısı, diskler ve tekerler yeni alınıb, sport purjun qoyulub, polirovka ximçistka olunub hazır veziyyetdedi. Otur sür. Koreyadan yeni gelib. Normalni nomre alınıb, üstündə hədiyyə veriləcək",32 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F20%2F01%2F04%2F27%2F679407f5-efbe-4a12-8bb1-b6ae9c23f7bb%2F3733_hpnnGroZnmcuSiYodv5aVw.jpg
Bakı,CarPro,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,,2.0 L/184 a.g./Dizel,106 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"Avtomobilə Otoplaza Mall avtomobil şəhərciyində yerləşən CarPro ikinci əl avtomobillərin satış mərkəzində (Babək pr. Daxili qoşunlar ilə üz-üzə) baxa bilərsiniz. Barter yalnız Hyundai marka avtomobillərlə mümkündü. 20% ilkin ödənişlə daxili kredit şərtləri mövcuddur. İkinci əl avtomobillərin etibarlı satış mərkəzi olan CarPro-ya gəlin, istədiyiniz avtomobili seçin və sərfəli kredit şərtləri ilə əldə edin. Orijinal yürüş məsafəsinə malik avtomobillər, geniş seçim, peşəkar mütəxəssislər, sərfəli şərtlər sizi gözləyir.",27 500 AZN,https://turbo.azstatic.com/uploads/full/2023%2F06%2F22%2F16%2F35%2F43%2Fbd13ad40-f237-4086-a6fc-b0adad74caed%2F60364_nyOTO9zteGshRwMJMHPcwQ.jpg
Hacıqabul,,LADA (VAZ),2107,2008,Sedan,Ağ,,1.6 L/75 a.g./Benzin,96 484 km,Mexaniki,Arxa,,,2,"Vuruğu yoxdur, rənglənməyib",Sefalı,Salam qiymətdə razılaşma olacaq.bez detal,6 300 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F39%2F46%2F2e23f20a-88b3-4b71-9223-88fc261bbfb9%2F3790_0G3ow7jH51_c0245tnmXMw.jpg
Bakı,,Kia,Optima,2014,Sedan,Qara,,2.0 L/274 a.g./Benzin,107 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Vusal,"•SXL polnu full model
•Fioleti patpres orginal (Benson)
•Baqaj və arxa patpres spoeller
•Yarasa güzgülər
•Zövqə uyğun ön,arxa və yan liplər
•Üç rejim: SPORT/ECO/COMFORT rejim
•Keyless Go Start/Stop (açarsız daxilolma)
•BSD güzgüdə ölü nöqtə radarı
•Sükanın qızdırılması
•Bütün oturacaqların qızdırılması və ön oturacaqların soyudulması sistemi
•Sürücü oturacağının yaddaş paketi
•Supervision optitrion 4.3 düyümlük monitor
•Naviqator 8
•Arxa görüntü kamerası
•Arxa radar
•Bluetooth/Aux/Usb/Cd/Mp3/İpod
•İNFİNİTY aukustik səs sistemi
•Nappa zavod paxlava dəri salon
•D şəkilli çoxfunksiyyalı sükan
•Yan güzgülərin qızdırıcısı və məsafədən avtomatik qatlanması
•Uzaqdan maşını işəsalma
•Salon havasını ionlaşdırıcı sistem
•Ponaram tipli tavan
•İkiqat yan şüşələr
•Cruise control
•Yağış sensoru
•İşıq sensonu
•İkizonalı climat control kondisioner sistemi
•Təkərlərin hava sensoru
•Bort kompyuter
•ABS,ESC (elektron sabitləşdirici sistem)
•Avto Hold
•Elektron ruçnoy
Və sair funksiyyalar
Maşın çox ideal vəziyyetdedir",25 500 AZN,https://turbo.azstatic.com/uploads/full/2023%2F12%2F27%2F18%2F47%2F12%2F88244de4-3ca9-45e5-bbb5-208486d91d93%2F3645_7soOzSmfCrXvEimD54EmXA.jpg
Bakı,,Mercedes,Vito,2008,Furqon,Ağ,,2.2 L/115 a.g./Dizel,326 000 km,Mexaniki,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",Ağa Kərim,"Avtomobil ideal veziyyetdedir. Azerbaycana yeni gelib. Yagi salarka fikteri ve s. hamisi deyishib, razvala geder hamisi olunub. Istenilen yerde yoxlada bilerik.iki acari var.",21 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F25%2F16%2F16%2F13%2Fec5c33dc-72f2-49e7-a998-5c8dd9b9ccd7%2F3729_U6nmsKcPiX141RcxOq_QTg.jpg
Bakı,,Hyundai,Sonata,2021,Sedan,Ağ,,2.0 L/192 a.g./Hibrid,44 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Hamlet,"Hyundai Sonata Hybrid Limited
Nə deyə bilərəm bu avtomobil haqda? İstər uzun səyahətlər üçün, istərsədə şəhər içi sürüşlər üçün öz qiymət seqmentində əvəzedilməz avtomobildir. Bəyəndiyim funksiyaları haqda qısa məlumat verim:
- Damda günəş paneli. Avtomobil sönülü olarkən belə damanı düşən işıqdan hybrid batareyalarını doldurur, bu da sizə elavə qənaət qazandırır.
- Active Cruise Control. Uzaq yol gedərkən heç yorulmursuz, avtomobil özü sürəti tənzimləyir, sükanı idarə edir və qarşıdakı ilə məsafə saxlayır. Həmçinin toqquşmanın qarşısını alır.
- Bose Premium Sound. Çox keyfiyyətli səs sistemidir, yazmaq mənasızdır, gərək qulaqlarınız ilə eşidəsiz.
- 360 kameralar və ölü zonaya nəzarət. Çox kömək edirlər gündəlik.
- Tam Led faralar. Çox gözəl və dəqiq işıqlandırırlar yolu və ehtiyyac olduqda avtomatik uzaq işığı işə salır. Onu da qeyd edim ki bu faralar yalnız Limited komplektasiyasında olur.
- HUD display. Yəni proyeksiya.
- Ön oturacaqların həm isidilməsi həm də havalandırılması. Sükan da isidilir.
- Arxa şüşələrdə istehsalçı tərəfindən qoyulan pardələr.
- Apple Carplay/ Android Auto
- Simsiz şarj üçün yer (Qi certified)
- Tam dəri oturacaqlar və sükan.
- Sürücü oturacağının 2 pozisiyada yaddaşı.
- 64 rəng seçimi olan Ambient Lights. Salona çox fərqli gözəllik qatır.
- Dinamikası. Bildiyiniz kimi, hybrid avtomobillər daha dinamikdir, çünki sürətlənmədə gecikmə yoxdur.
- Ən əsas özəlliklərindən biri qənaətçilliyidir. 100 kilometrə 4-5 litr qarışıq rejimdə, trassda daha az.",28 900 USD,https://turbo.azstatic.com/uploads/full/2023%2F12%2F27%2F15%2F39%2F22%2F5dc114ec-190a-400d-b4cc-add88b3d310e%2F3646_NqEC9spNh2JpVrH0QCVTrA.jpg
Bakı,,Volkswagen,Touareg,2009,Offroader / SUV,Ağ,,3.6 L/280 a.g./Benzin,340 000 km,Avtomat,Tam,,,2,"Vuruğu yoxdur, rənglənməyib",Esed,Barter olunur,23 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F04%2F15%2F16%2F03%2F9c034c48-ebfc-4ea4-aae2-7840c704f702%2F26694_bu5YHLGQOKhEgPmn8sYA2Q.jpg
Bakı,,Mercedes,C 230,2005,Sedan,Gümüşü,,2.5 L/204 a.g./Benzin,311 512 km,Avtomat,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",zaur,"Maşın sözün əsil mənasında ideal vəziyyətdədir!çox artıx nəsə yazmaga ehtiyyac yoxdur. Belə w203 çox az saylardadır.Matoru karopkası mosdu əla vəziyyətdədir peredok da balacada olsa səs küy yoxdur (1000 m)çox pul xərclənib,tək peredoka.Təkərləri Yenidir.Kasmetikası əladır cızıg batıgı yoxdur.katalizatorları üzərindədir.salonu çox səliqəlidir və səs küysüzdür.tex baxış sugorta sı mövcuddur cəriməsi radarı yoxdur.Maşın öz şəxsi maşınıdır və vaxtı vaxtında yüksək səviyyədə qullug olunub orjinal detallarla.çapılmış yorulmuş bəzi 203 lərlə bir müqayisə etməyin gələn özü görəcək relda maşın daha gözəldir fikri ciddi olan şəxslər zəng etsin maşın Binə Atçılıq da yerləşir.onuda qey edim maşın dəyərinnən ucuz satılır!",14 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F08%2F14%2F38%2F13%2Fa472671b-08c4-42e4-a80a-2ff95734c10a%2F3676_74SwTPZA29da-lDhirUBhw.jpg
Sumqayıt,,Toyota,Prado,2012,Offroader / SUV,Ağ,,2.7 L/163 a.g./Benzin,256 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",ibo,"Sifirdan ozumuzdedi.
Vurug udar yoxdur.",27 800 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F08%2F11%2F26%2F12%2Fd6457314-17d9-4c69-a92c-23fd1b87bd23%2F3683_KZKW6wv9dXp_xTl8tXCOTg.jpg
Bakı,,Ford,Fusion,2019,Sedan,Qara,,1.5 L/181 a.g./Benzin,129 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Ramin,"Ford Fusion-2019
Ölkəyə təzəlikcə gəlib
Maşin ideal vəziyyətdədir!!!
Hec bir hərc tələb etmir Şəkildə görduyunuz kimidir
Yüngül zədə ilə gəlib öz zavod detallarıdı!!!
İstənilən servizdə yoxlatdıra bilərsiniz!!!",23 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F03%2F18%2F2176633b-c288-4253-acef-8e04010ac239%2F3696_1kpH2umuqR1jw6XjX2sK8w.jpg
Bakı,,Ford,Fusion,2014,Sedan,Ağ,,2.0 L/240 a.g./Benzin,238 000 km,Avtomat,Tam,,,2,"Vuruğu yoxdur, rənglənməyib",Nicat,"Ən full titanium komplektasiya, öz adımadır, 2T AWD (4 çəkən)
Sveçaları yeni dəyişmişəm (motocraft iridium). Təkərlər yenidir.
Sığortası 2025-in yanvarına kimidir, texniki baxışı 2024-ün dekabrna kimidir. Original katalizatoru üzərindədir.
Mator yağı (petrocanada) hava və yağ filtri ilə birgə yeni dəyişilib.
Karobka yağı (petrocanada) və filtri yeni dəyişilib. Növbəti yağ dəyişməyə zəmanət verilib, kağızı da var, növbəti dəfə (50.000km sonra) yalnız üzdən yağdəyişmə olacaq.",23 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F06%2F12%2F31%2F06%2F90d11495-077b-426e-bc31-fca7c012e6c1%2F3701_uDkq66DLGYmuv1nyk5h1Fg.jpg
Bakı,,Mercedes,E 220,2002,Sedan,Gümüşü,,2.2 L/170 a.g./Dizel,337 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Ayxan,"Maşın ideal vəziyyətdədir. Orginal propeqidir. Maşının xadoyuvunda prablemi yoxdur. Vuruğu, udarı olmayıb. Kosmetikası əla vəziyyətdədir. İstədiyiniz yerdə yoxlatdıra bilərsiz.",16 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F01%2F12%2F39%2F05%2Fccfa7990-ba75-4d98-882f-2d820fbfdcb4%2F3817_dAy5m7HrQtpmhKil4hlSbA.jpg
Bakı,,Kia,Optima,2017,Sedan,Yaş Asfalt,,2.0 L/274 a.g./Benzin,88 348 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Anar,şəxsi öz maşınımdır. BEZKRASQA. heç bir udar vuruq qəti yoxdur. rənglənməyib. qəzalı şəkildə gəlmiş naşınlarla bir etməyin. original probergdi. tam full variantdir. sidenya qızdırıcı soyuducu. rol qızdırıcı. ölü zona. zolaq tanıma. manea çıxdıqda avtomatik saxlama. damı tam şüşədir. təkərlərin matorun karobkan yağın təzə dəyişmişəm. ideal maşındır. heç bir xərci yoxdur. maşına baxdıqdan sonra real alıcı ilə qiymət barədə danışılacaq.,28 700 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F10%2F14%2F04%2F50%2Fc517521d-5e1b-494a-a44e-967359d22932%2F25248_4_SU2zHLn_tsA_NYle8rfA.jpg
